"round","col","row","i","category","clue","answer","uid"
1,3,4,21,"First Aid","This 'Hug' Is Recommended As Effective Method To Remove Object Blocking Windpipe","The Heimlich Maneuver",347
1,3,5,22,"First Aid","Full Name For Cpr","Cardiopulmonary Resuscitation",347
1,4,1,6,"Number Please","An Unlucky Friday Or A Baker's Dozen","13",347
1,4,2,7,"Number Please","Number Of Stars On American Flag Raised At Iwo Jima","48",347
1,4,3,8,"Number Please","Square Inches In A Square Foot","144",347
1,4,4,9,"Number Please","Total Of Trombones & Cornets In 'The Music Man' Tune","186",347
1,4,5,10,"Number Please","Age Range Of An Octogenarian","The 80s (Or 80-89)",347
1,5,1,26,"Ben Franklin","His Spectacle Invention That's A Sight For Sore Eyes","Bifocals",347
1,5,2,27,"Ben Franklin","'Fish & Guests Stink In 3 Days' Are Among This Almanac's Wise Words","Poor Richard('S Almanack)",347
1,5,3,28,"Ben Franklin","He Was President Of The 1st Society To Press For Its Abolition","Slavery",347
1,5,4,29,"Ben Franklin","The Postal Service Actually Showed A Profit When He Held This Position","Postmaster General",347
1,6,1,12,"Trivia","At Last Count There Were Only 70 Of These Head Servants Left In England","Butlers",347
1,6,2,13,"Trivia","Nobody Wants To Hear All Of This Camp Song About Decreasing Containers Of Brew","'99 Bottles Of Beer On The Wall'",347
1,6,3,14,"Trivia","A Stew Of Various Meats, A Jar Of Mixed Flower Petals, Or An Old 'Jeopardy' Category","Potpourri",347
1,6,4,15,"Trivia","This President Is Said To Be Related To John Kennedy, Princess DI & F. Mitterand","Ronald Reagan",347
1,6,5,23,"Trivia","The Place You Most Readily Find 'Qwertyuiop'; You Can Spell It Using Only These Letters","A Typewriter",347
2,1,1,41,"Grammar","While Either Takes Or, Neither Always Takes This","Nor",347
2,1,2,43,"Grammar","The Interjection In 'Whew! This Is A Tough Answer'","Whew",347
2,1,3,44,"Grammar","Punctuation Mark Of The Imperative Mode","An Exclamation Mark",347
2,1,5,49,"Grammar","The Word, Phrase Or Clause A Pronoun Must Agree With","The Antecedent",347
2,2,1,39,"World Of Fashion","The Hat In The Mexican Hat Dance","A Sombrero",347
2,2,2,40,"World Of Fashion","South Seas Garb Worn By Dorothy Lamour On 'The Road'","A Sarong",347
2,2,3,42,"World Of Fashion","Where On His Body An Arab Would Wear The Traditional Keffiyeh","His Head",347
2,3,1,38,"Art","A Painting Of Inanimate Objects, Not People","A Still Life",347
2,4,1,35,"U.S. Geography","It's 'Where The Wind Comes Sweeping Down The Plain'","Oklahoma",347
2,4,2,34,"U.S. Geography","State Whose Counties Include Crockett, Zapata & Pecos","Texas",347
2,4,3,31,"U.S. Geography","One Of Two States Ending In 'T'","(1 Of) Connecticut And Vermont",347
2,4,4,32,"U.S. Geography","Historic Pass At Junction Of TN., KY., & VA., Associated With Daniel Boone","The Cumberland Gap",347
2,4,5,33,"U.S. Geography","Mountain Range That Surrounds City Of Atlanta","The Blue Ridge Mountains",347
2,5,1,30,"Tv Detectives","He Was Dectective Lieutenant Dan August Before He Was Sharky","Burt Reynolds",347
2,5,2,36,"Tv Detectives","He Played Father-In-Law To Betty Jones & Now Is Uncle To Matt Houston","Buddy Ebsen",347
2,5,3,37,"Tv Detectives","Name Of Station Police Work Out Of In Series With This Theme","(The) Hill Street (Station)",347
2,5,4,45,"Tv Detectives","Ex-'Radio Receptionist' Now 'Partner In Crime' With Lynda Carter","Loni Anderson",347
2,5,5,50,"Tv Detectives","DeT. Whose Show Was Spun Off From 'Barney Miller', But Thrown Back Due To Small Ratings","Fish",347
2,6,2,51,"Biology","Wurlitzer's Pride, Or What Tissues Grouped Together Form","An Organ",347
2,6,3,46,"Biology","Serology Is The Study Of This Body Fluid Closely Resembling Sea Water","Blood",347
2,6,4,47,"Biology","In 1600'S, Amateur Dutch Scientist Van Leeuwenhoek Discovered Bacteria By Using This","A Microscope",347
2,6,5,48,"Biology","Exobiology Is The Study Of Living Things Here","Space",347
3,1,1,52,"Business & Industry","Country That Manufactures The Most Cars Per Year","Japan",347
1,1,1,1,"British Isles","If You 'Take The High Road', I'll Get There Afore Ye","Scotland",348
1,1,2,10,"British Isles","Color Represented With White & Red On The Irish Flag","Green",348
1,1,3,12,"British Isles","X-Rated Actress Koo Stark's Royal Ex-Beau","Prince Andrew",348
1,2,NA,NA,"Music",NA,NA,348
1,3,1,2,"1945","Truman's State Or Battleship Site Of Japan's Surrender","Missouri",348
1,3,2,3,"1945","Developed From Radar Research, It Was First Marketed For Fast Food Preparation In '45","Microwave Creation",348
1,3,3,4,"1945","Number Of Stars In U.S. Flag Raised Over Iwo Jima","48",348
1,3,4,5,"1945","Rejected As Movie Script, Broadway Loved This Fragile Tennessee Williams Drama","The Glass Menagerie",348
1,3,5,11,"1945","He 'Lost' A 'Weekend' But Won An Oscar","Ray Milland",348
1,4,1,16,"Television","They Got Married In The Final Episode Of 'Happy Days'","Joanie And Chachi",348
1,4,2,19,"Television","Editor Billie Newman & Joe Rossi Worked For","Lou Grant",348
1,4,3,20,"Television","She Shot J.R.","Mary Crosby",348
1,4,4,21,"Television","Played Wjm's Man-Hunting 'Happy Homemaker' Sue Ann Nivens","Betty White",348
1,4,5,22,"Television","Marketing Has Begun On A Line Of Nursewear From This Tv Medical Show","Trapper John, M.D.",348
1,5,1,6,"Fashion","Espadrilles, Clogs & 'Tennies'","Shoes",348
1,5,2,7,"Fashion","Until 19th C., Ones Made Of Chicken Skin Were Worn By Women To Soften Their Hands","Gloves",348
1,5,3,8,"Fashion","'Foreign' Name For The End Of A Sleeve Folded Back & Fastened With A Link","A French Cuff",348
1,5,4,9,"Fashion","Pattern Design Which Came From The Horse Blankets Of Richard Tattersall","(The Tattersall) Check (Or Plaid)",348
1,5,5,23,"Fashion","Breeches Cut Full Above The Knee Used For Horseback Riding","Jodhpurs",348
1,6,1,13,"Trivia","Words Used Instead Of The Cursing In Watergate Tape Transcripts","Expletive Deleted",348
1,6,2,14,"Trivia","Specialty Store In Which You'D Buy Lug Nuts & Feeler Gauges","An Auto Supply Store",348
1,6,3,15,"Trivia","Speed Of An Lp","33 1/3 Inches Per Second",348
1,6,4,17,"Trivia","Number Of Vowels On The Bottom Row Of Keys Of A Standard Typewriter","0",348
1,6,5,18,"Trivia","Howard Garis' Bedtime Tale-Teller Whose Last Name Is Longears","Uncle Wiggily",348
2,1,1,31,"Hot Spots","Hottest Temperature Ever Recorded Was On This 'Dark' Continent","Africa",348
2,1,2,32,"Hot Spots","43 Consecutive Days Of 120º Heat Were Recorded In This Appropriately Named CaliF. Valley","Death Valley",348
2,1,3,33,"Hot Spots","National Seashore Resort That's Been 'Burning' Off Long Island For Years","Fire Island",348
2,1,4,43,"Hot Spots","Named By Magellan For Fires Blazing On Shore, It's South America's Stormy Southern Tip","Tierra Del Fuego",348
2,1,5,44,"Hot Spots","Its Foundation For Polio Victims Was Founded By Fdr, Who Died Here","Warm Springs, Georgia",348
2,2,1,26,"Space","Titan Is The Largest Moon Of This Ringed Planet","Saturn",348
2,2,2,27,"Space","It Forms A Large Part Of Jupiter's Atmosphere Or Earth's Kitchen Cleaners","Ammonia",348
2,2,3,28,"Space","The Van Allen Belts Surround Most Of This Planet","Earth",348
2,2,4,29,"Space","Soviet Ship Which Docked With Our Apollo In '75","Soyuz",348
2,2,5,30,"Space","Comet In 1973 Which Didn't Put On Its Promised Show","Kohoutek",348
2,3,1,39,"3-Letter Words","It's Where Flowers 'Sleep'","A Bed",348
2,3,2,40,"3-Letter Words","A Flipper Or A Fiver","A Fin",348
2,3,3,41,"3-Letter Words","A Grown-Up Acorn","An Oak",348
2,3,4,42,"3-Letter Words","To Question","Ask",348
2,3,5,45,"3-Letter Words","Bathroom The British Skip To","The Loo",348
2,4,3,49,"Trade Centers","City That's Often Called 'The Rubber Capital Of The World'","Akron, Ohio",348
2,5,1,24,"Drama","In The Middle Ages, Monks Presented 'Mystery Plays' To Illustrate Stories From This","The Bible",348
2,5,2,25,"Drama","Dramatic Form, From Greek For 'Merrymaking'","Comedy",348
2,5,3,34,"Drama","19th Century Norwegian Playwright Often Called Founder Of Modern Drama","Henrik Ibsen",348
2,5,4,35,"Drama","In 1642, They Closed English Theaters For 18 Years","The Puritans",348
2,5,5,38,"Drama","As He Wished, The Last Play Of Eugene O'neill Was Produced After His Death","Long Day's Journey Into Night",348
2,6,1,36,"Legends","'Inhaling The Breath Of A Loved One' Is The Reason For This Eskimo 'Kiss'","Rubbing Noses",348
2,6,2,37,"Legends","People Whose Gods Included Odin, Thor & Loki","The Vikings (Or The Norse)",348
2,6,3,46,"Legends","Mythical Creature Noah Left Behind In This Irish Rovers' Song","A Unicorn",348
2,6,4,47,"Legends","Only Hope Remained After This Ancient Greek's Box Was Opened","Pandora's Box",348
2,6,5,48,"Legends","Pair Of Lovers Separated By A Garden Wall, They Inspired 'Romeo & Juliet'","Pyramus And Thisbe",348
3,1,1,50,"Government","Decade The Last Amendment To The Constitution Was Ratified In","The 1970s",348
1,1,1,11,"Films Of The '70s","In A 1977 Film, Diane Keaton Was 'Looking For' Him","MR. Goodbar",349
1,1,2,12,"Films Of The '70s","To Sci-Fi Movie Buffs, This 1977 Richard Dreyfuss Flick Is 'Ce3k'","Close Encounters Of The Third Kind",349
1,1,3,13,"Films Of The '70s","Mel Brooks' 'High Anxiety' Poked Fun At The Films Of This Director Who Made His Last Film In 1976","Sir Alfred Hitchcock",349
1,1,4,14,"Films Of The '70s","Actor Who Starred In 'Serpico', 'Dog Day Afternoon' & The 2 'Godfather' Films","Al Pacino",349
1,1,5,18,"Films Of The '70s","Based On A Novel By James Dickey, This Film Was Shot On Location At The Chattooga River In The Appalachians","Deliverance",349
1,2,1,15,"Cars","In 1973 This Motorcycle Manufacturer Created A Splash In The U.S. With The Civic Car","Honda",349
1,2,2,16,"Cars","In Ads, Celebrities & Their Children Promote The 'New Generation' Of This Company's Cars","Oldsmobile",349
1,2,3,17,"Cars","The Ranger, Pacer, Corsair & Citation Were The 4 Models Of This Ford Failure","Edsel",349
1,2,4,20,"Cars","This French Automaker, Not Mercedes, Is Europe's Largest Builder Of Diesel Engines","Peugeot",349
1,2,5,23,"Cars","Planning To Market The Lexus, This Japanese Company Was Taken To Court By A CO. Using The Name Lexis","Toyota",349
1,3,1,1,"Lbj","Yes, It's Really The Middle Name Of His Daughter Lynda","Bird",349
1,3,2,2,"Lbj","When Lyndon Took His Oath Of Office In 1965, His Wife Had A Firm Grip On This Book","The (Family) Bible",349
1,3,3,3,"Lbj","After Johnson's Death In 1973, The Manned Spacecraft Center In This City Was Renamed For Him","Houston",349
1,3,4,4,"Lbj","To Become Vice-President In January 1961, Johnson Resigned From This","The Senate (Majority Leader)",349
1,3,5,5,"Lbj","Phrase That Came Into Vogue In 1965 Referring To The Chasm Between Lbj & Public Trust","The Credibility Gap",349
1,4,1,6,"State & Territory Flags","The Great Falls Of The Missouri River Are Pictured On Its Flag -- We Stress Great Falls","Montana",349
1,4,2,7,"State & Territory Flags","The Motto On Its Flag Is 'Battle Born', Not 'Wanna Bet?'","Nevada",349
1,4,3,8,"State & Territory Flags","From Left To Right, This Flag Has A Big 'V', A Big Eagle & A Big 'I'","U.S. Virgin Islands",349
1,4,4,9,"State & Territory Flags","A Palm Tree Divides The 'U' & 'A' On This Territory's Flag","Guam",349
1,4,5,10,"State & Territory Flags","Rhode Island's Flag Has 13 Of These; Indiana's Has 19; Missouri, 24","Stars",349
1,5,1,19,"Potpourri","The Leaders Of These Clubs For Young Females Now Wear Uniforms Designed By Bill Blass","The Girl Scouts",349
1,5,2,24,"Potpourri","Though Its Name Is French, Papier-Mache Was 1st Used On This Continent, Not Europe","Asia",349
1,5,3,25,"Potpourri","This 5th AvE. Museum Sells Pins Representing Its Unofficial Mascot, William The Hippo","The Metropolitan Museum Of Art",349
1,5,4,26,"Potpourri","It Can Be A Colorful Vegetable Dish, An Herb Liqueur Or A Shade Of Yellowish-Green","Chartreuse",349
1,5,5,27,"Potpourri","Seen In Religious Art, A Mandorla Is An Aureole Of Light Shaped Like This Nut Used In Marzipan","Almond",349
1,6,1,21,"Yes, 'Master'","An M.B.A. Is This Degree","Master Of/In Business Administration",349
1,6,2,22,"Yes, 'Master'","Name Of The Device Into Which The Following Is Inserted:","A View-Master",349
1,6,3,30,"Yes, 'Master'","In 1971 This Pair Of Researchers Who Wrote 'Human Sexual Response' Responded To Each Other By Saying 'I Do'","Masters & Johnson",349
1,6,4,29,"Yes, 'Master'","It's What The Dog In The Rca Logo Is Listening To","'His Master's Voice'",349
1,6,5,28,"Yes, 'Master'","If This Breaks, Your Brakes Won't Brake","Master Cylinder",349
2,1,1,42,"Opera Characters","When This Gypsy Girl Spurns Don Jose's Affection, He Kills Her With A Dagger","Carmen",349
2,1,2,44,"Opera Characters","He Was 'The Barber Of Seville' Prior To Becoming Count Almaviva's Valet","Figaro",349
2,1,3,45,"Opera Characters","Cio-Cio-San, The Geisha In Love With Navy Lieutenant B.F. Pinkerton, Is Better Known By This Nickname","'Madame Butterfly'",349
2,1,4,46,"Opera Characters","He's The Hunchback Jester To The Duke Of Mantua In A Verdi Opera","Rigoletto",349
2,1,5,47,"Opera Characters","Satan, Using This Name, Appears To Faust & Agrees To Give Him Youth In Return For His Soul","Mephistopheles",349
2,2,1,38,"History","After Years Of War, Spain Finally Recognized This Neighbor's Independence In 1668","Portugal",349
2,2,2,39,"History","From Menes To The Ptolemys, This Country Had More Kings Than Any Other In Ancient History","Egypt",349
2,2,3,40,"History","The 1st Recorded Date In Greek History Was Equivalent To 776 B.C. When These Began","The Olympics",349
2,2,4,41,"History","This Mistress Of Louis XV Reportedly Had The Most Costly Porcelain Chocolate Service Ever Made","Madame Pompadour",349
2,2,5,52,"History","In 1086 William The Conqueror Had A Survey Of England Taken Which Was Recorded In This Book","The Domesday Book",349
2,3,1,43,"American Authors","Manet Did Illustrations For A French Translation Of This Author's Poem 'The Raven'","Edgar Allan Poe",349
2,3,2,48,"American Authors","1 Of The 2 Novels By Thomas Wolfe With 'Home' In Their Titles","Look Homeward, Angel (Or You Can't Go Home Again)",349
2,3,3,49,"American Authors","She Was A Poet Before Turning To Fiction With 'Fear Of Flying'","Erica Jong",349
2,3,4,50,"American Authors","His Titles Include 'The Kandy-Kolored Tangerine-Flake Streamline Baby' & 'The Pump House Gang'","Tom Wolfe",349
2,3,5,51,"American Authors","In 1965 Lillian Hellman Re-Issued 5 Of His Detective Novels","Dashiell Hammett",349
2,4,1,33,"Soviet Cities","The Capital Of Ukraine, It's The 3rd Largest City In The Soviet Union","Kiev",349
2,4,2,34,"Soviet Cities","After ST. Petersburg But Before Leningrad The City Had This Name","Petrograd",349
2,4,3,35,"Soviet Cities","The Tomb Of This Lame Mongol Emperor Is A Major Landmark In Samarkand","Tamerlane",349
2,4,4,36,"Soviet Cities","During The 1905 Revolution, The Crew Of The Ship Potemkin Mutinied In This Black Sea Port City","Odessa",349
2,4,5,37,"Soviet Cities","In 1932 The City Of Nizhny Novgorod Was Renamed This After A Famous Writer","Gorky",349
2,5,1,60,"The Bible","God's Promise To Noah Of No More Floods Was Sealed By The Appearance Of This In The Sky","The Rainbow",349
2,5,2,59,"The Bible","A Believer In The Pagan God Baal, Her Name Has Come To Mean A Wicked, Shameless Woman","Jezebel",349
2,5,3,53,"The Bible","Isaiah 40: 15 Says, 'Behold, The Nations Are As' One Of These 'Of A Bucket'","A Drop",349
2,5,4,58,"The Bible","This Apostle Inherited Roman Citizenship From His Father & Was Trained As A Rabbi By Gamaliel","Paul",349
2,5,5,57,"The Bible","It Brought The Philistines Such Bad Luck That They Returned It To The Israelites After 7 Months","The Ark Of The Covenant",349
2,6,1,31,"Steves, Stevies & Stephens","Well, Excuse Me!He Was Navin Johnson In 'The Jerk', But Not Its Sequel, 'The Jerk, Too'","Steve Martin",349
2,6,2,32,"Steves, Stevies & Stephens","James Lapine & This Composer-Lyricist Shared A Drama Pulitzer For 'Sunday In The Park With George' In 1985","Stephen Sondheim",349
2,6,3,56,"Steves, Stevies & Stephens","In 1981 This Lead Singer Of Fleetwood Mac Teamed Up With Don Henley For Some 'Leather & Lace'","Stevie Nicks",349
2,6,4,55,"Steves, Stevies & Stephens","This Naval Commodore Is Famous For His Toast 'Our Country, Right Or Wrong'","Stephen Decatur",349
2,6,5,54,"Steves, Stevies & Stephens","He's Known For His Poetry & Short Stories, Including 'The Devil & Daniel Webster'","Stephen Vincent Benet",349
3,1,1,61,"World Leaders","This Famous Man Was The Grandfather Of The Current Prime Minister Of India","Jawaharlal Nehru",349
1,1,1,1,"Literary Collaborators","These Brothers First Published Their 'Fairy Tales' In 1812 As 'Kinderund Hausmarchen'","The Brothers Grimm",350
1,1,2,19,"Literary Collaborators","She & Her Tres Cher Ami Jean-Paul Sartre Collaborated On The Political & Literary Journal Modern Times","Simone De Beauvoir",350
